,ga:pagePath,ga:source,ga:date,ga:pageviews,ga:sessions,ga:users,ga:newUsers,ga:sessionsPerUser,ga:bounces,ga:bounceRate,ga:pageLoadTime
577,/el-mundo-del-ahumado,google,20201118,12,6,10,4,0.6,4,66.66666666666666,0
578,/el-mundo-del-ahumado,google,20201119,16,6,11,4,0.5454545454545454,5,83.33333333333334,0
579,/el-mundo-del-ahumado,google,20201120,10,4,8,3,0.5,1,25.0,0
580,/el-mundo-del-ahumado,m.facebook.com,20201117,1,1,1,1,1.0,1,100.0,0
581,/guia-de-ahumados-smoke-kit-bbq,(direct),20201112,4,2,4,2,0.5,1,50.0,0
582,/guia-de-ahumados-smoke-kit-bbq,(direct),20201113,3,1,2,0,0.5,1,100.0,0
583,/guia-de-ahumados-smoke-kit-bbq,(direct),20201115,9,3,5,0,0.6,3,100.0,0
584,/guia-de-ahumados-smoke-kit-bbq,(direct),20201116,2,2,2,1,1.0,2,100.0,0
585,/guia-de-ahumados-smoke-kit-bbq,(direct),20201117,1,0,1,0,0.0,0,0.0,0
586,/guia-de-ahumados-smoke-kit-bbq,(direct),20201118,6,2,5,2,0.4,2,100.0,0
587,/guia-de-ahumados-smoke-kit-bbq,(direct),20201119,9,4,5,3,0.8,1,25.0,0
588,/guia-de-ahumados-smoke-kit-bbq,(direct),20201120,6,1,3,0,0.3333333333333333,1,100.0,0
589,/guia-de-ahumados-smoke-kit-bbq,google,20201112,7,3,7,0,0.42857142857142855,3,100.0,0
590,/guia-de-ahumados-smoke-kit-bbq,google,20201113,8,1,5,0,0.2,0,0.0,0
591,/guia-de-ahumados-smoke-kit-bbq,google,20201114,1,0,1,0,0.0,0,0.0,0
592,/guia-de-ahumados-smoke-kit-bbq,google,20201115,3,2,3,0,0.6666666666666666,2,100.0,0
593,/guia-de-ahumados-smoke-kit-bbq,google,20201116,15,6,13,0,0.46153846153846156,6,100.0,0
594,/guia-de-ahumados-smoke-kit-bbq,google,20201117,7,3,5,0,0.6,3,100.0,0
595,/guia-de-ahumados-smoke-kit-bbq,google,20201118,13,6,9,0,0.6666666666666666,5,83.33333333333334,0
596,/guia-de-ahumados-smoke-kit-bbq,google,20201119,8,3,6,0,0.5,3,100.0,0
597,/guia-de-ahumados-smoke-kit-bbq,google,20201120,4,0,4,0,0.0,0,0.0,0
598,/guia-de-ahumados-smoke-kit-bbq,l.wl.co,20201116,1,1,1,0,1.0,1,100.0,0
599,/guia-de-ahumados-smoke-kit-bbq,l.wl.co,20201118,1,1,1,0,1.0,0,0.0,0
600,/guia-de-ahumados-smoke-kit-bbq,m.facebook.com,20201116,1,0,1,0,0.0,0,0.0,0
601,/guia-de-ahumados-smoke-kit-bbq,pinterest.com,20201114,1,0,1,0,0.0,0,0.0,0
602,/guia-de-ahumados-smoke-kit-bbq,pinterest.com,20201115,1,0,1,0,0.0,0,0.0,0
603,/guia-de-ahumados-smoke-kit-bbq,youtube.com,20201114,1,0,1,0,0.0,0,0.0,0
604,/productos/,(direct),20201113,3,1,2,1,0.5,0,0.0,0
605,/productos/,(direct),20201115,1,0,1,0,0.0,0,0.0,0
606,/productos/,(direct),20201116,1,1,1,1,1.0,1,100.0,0
607,/productos/,(direct),20201119,2,1,1,1,1.0,0,0.0,0
608,/productos/,(direct),20201120,1,1,1,1,1.0,1,100.0,0
609,/productos/,google,20201115,3,0,1,0,0.0,0,0.0,0
610,/productos/,google,20201117,2,0,1,0,0.0,0,0.0,0
611,/productos/,google,20201118,3,2,2,0,1.0,0,0.0,0
612,/productos/,google,20201119,2,0,2,0,0.0,0,0.0,0
613,/productos/,google,20201120,1,1,1,0,1.0,1,100.0,0
614,/productos/,m.facebook.com,20201118,2,1,1,1,1.0,0,0.0,0
615,/productos/ahumadora-para-el-hogar/home-smoker-1200-x-500-mm/,(direct),20201112,1,1,1,1,1.0,1,100.0,0
616,/productos/ahumadora-para-el-hogar/home-smoker-1200-x-500-mm/,(direct),20201114,5,1,1,0,1.0,0,0.0,0
617,/productos/ahumadora-para-el-hogar/home-smoker-1200-x-500-mm/,(direct),20201115,1,1,1,1,1.0,1,100.0,0
618,/productos/ahumadora-para-el-hogar/home-smoker-1200-x-500-mm/,smokingmeatforums.com,20201118,1,1,1,1,1.0,1,100.0,0
619,/productos/ahumadorus,(direct),20201113,2,0,2,0,0.0,0,0.0,0
620,/productos/ahumadorus,(direct),20201114,2,0,2,0,0.0,0,0.0,0
621,/productos/ahumadorus,(direct),20201115,1,0,1,0,0.0,0,0.0,0
622,/productos/ahumadorus,(direct),20201117,1,1,1,1,1.0,1,100.0,0
623,/productos/ahumadorus,(direct),20201120,1,0,1,0,0.0,0,0.0,0
624,/productos/ahumadorus,google,20201112,5,0,5,0,0.0,0,0.0,0
625,/productos/ahumadorus,google,20201113,4,0,3,0,0.0,0,0.0,0
626,/productos/ahumadorus,google,20201114,1,0,1,0,0.0,0,0.0,0
627,/productos/ahumadorus,google,20201115,1,0,1,0,0.0,0,0.0,0
628,/productos/ahumadorus,google,20201116,3,0,2,0,0.0,0,0.0,0
629,/productos/ahumadorus,google,20201117,9,0,8,0,0.0,0,0.0,0
630,/productos/ahumadorus,google,20201118,6,0,6,0,0.0,0,0.0,0
631,/productos/ahumadorus,google,20201119,9,0,5,0,0.0,0,0.0,0
632,/productos/ahumadorus,pinterest.it,20201113,1,0,1,0,0.0,0,0.0,0
633,/productos/ahumadorus,youtube.com,20201114,1,0,1,0,0.0,0,0.0,0
634,/productos/alquiler,google,20201112,1,0,1,0,0.0,0,0.0,0
635,/productos/alquiler,google,20201115,1,0,1,0,0.0,0,0.0,0
636,/productos/alquiler,google,20201116,4,0,1,0,0.0,0,0.0,0
637,/productos/alquiler,google,20201117,1,0,1,0,0.0,0,0.0,0
638,/productos/alquiler,google,20201119,1,0,1,0,0.0,0,0.0,0
639,/productos/austin,(direct),20201112,2,1,2,0,0.5,1,100.0,0
640,/productos/austin,(direct),20201113,3,1,3,0,0.3333333333333333,1,100.0,0
641,/productos/austin,(direct),20201114,2,1,2,1,0.5,0,0.0,0
642,/productos/austin,(direct),20201116,1,0,1,0,0.0,0,0.0,0
643,/productos/austin,(direct),20201118,3,2,2,2,1.0,1,50.0,0
644,/productos/austin,(direct),20201120,1,0,1,0,0.0,0,0.0,0
645,/productos/austin,google,20201112,12,1,7,0,0.14285714285714285,1,100.0,0
646,/productos/austin,google,20201113,14,0,9,0,0.0,0,0.0,0
647,/productos/austin,google,20201114,3,1,2,0,0.5,1,100.0,0
648,/productos/austin,google,20201115,7,1,5,1,0.2,1,100.0,0
649,/productos/austin,google,20201116,6,0,5,0,0.0,0,0.0,0
650,/productos/austin,google,20201117,14,2,9,0,0.2222222222222222,2,100.0,0
651,/productos/austin,google,20201118,15,2,9,0,0.2222222222222222,2,100.0,0
652,/productos/austin,google,20201119,5,0,4,0,0.0,0,0.0,0
653,/productos/austin,google,20201120,5,0,4,0,0.0,0,0.0,0
654,/productos/austin,m.facebook.com,20201113,1,0,1,0,0.0,0,0.0,0
655,/productos/austin,pinterest.com,20201112,1,0,1,0,0.0,0,0.0,0
656,/productos/austin,pinterest.com,20201114,1,1,1,1,1.0,1,100.0,0
657,/productos/austin,pinterest.com,20201115,1,1,1,1,1.0,1,100.0,0
658,/productos/austin,pinterest.com,20201117,1,1,1,1,1.0,1,100.0,0
659,/productos/austin,pinterest.com,20201118,1,1,1,1,1.0,1,100.0,0
660,/productos/austin,pinterest.com,20201119,1,0,1,0,0.0,0,0.0,0
661,/productos/austin,pinterest.com,20201120,2,1,2,1,0.5,1,100.0,0
662,/productos/austin,pinterest.es,20201116,3,0,1,0,0.0,0,0.0,0
663,/productos/austin,pinterest.fr,20201115,1,1,1,1,1.0,1,100.0,0
664,/productos/austin,youtube.com,20201114,1,0,1,0,0.0,0,0.0,0
665,/productos/boss-hogg,(direct),20201113,1,0,1,0,0.0,0,0.0,0
666,/productos/boss-hogg,(direct),20201118,2,0,1,0,0.0,0,0.0,0
667,/productos/boss-hogg,(direct),20201120,1,0,1,0,0.0,0,0.0,0
668,/productos/boss-hogg,google,20201113,1,0,1,0,0.0,0,0.0,0
669,/productos/boss-hogg,google,20201114,1,0,1,0,0.0,0,0.0,0
670,/productos/boss-hogg,google,20201115,1,0,1,0,0.0,0,0.0,0
671,/productos/boss-hogg,google,20201117,2,0,1,0,0.0,0,0.0,0
672,/productos/boss-hogg,google,20201118,3,0,3,0,0.0,0,0.0,0
673,/productos/boss-hogg,google,20201119,3,0,2,0,0.0,0,0.0,0
674,/productos/boss-hogg,google,20201120,1,0,1,0,0.0,0,0.0,0
675,/productos/comercial,(direct),20201112,3,1,2,0,0.5,1,100.0,0
676,/productos/comercial,(direct),20201113,9,2,4,0,0.5,2,100.0,0
677,/productos/comercial,(direct),20201114,3,0,2,0,0.0,0,0.0,0
678,/productos/comercial,(direct),20201115,2,1,2,0,0.5,0,0.0,0
679,/productos/comercial,(direct),20201116,1,1,1,1,1.0,0,0.0,0
680,/productos/comercial,(direct),20201117,2,1,2,1,0.5,1,100.0,0
681,/productos/comercial,(direct),20201118,3,0,2,0,0.0,0,0.0,0
682,/productos/comercial,(direct),20201119,2,0,2,0,0.0,0,0.0,0
683,/productos/comercial,(direct),20201120,1,0,1,0,0.0,0,0.0,0
684,/productos/comercial,bing,20201112,2,0,1,0,0.0,0,0.0,0
685,/productos/comercial,google,20201112,30,0,10,0,0.0,0,0.0,0
686,/productos/comercial,google,20201113,30,2,16,0,0.125,1,50.0,0
687,/productos/comercial,google,20201114,15,0,9,0,0.0,0,0.0,0
688,/productos/comercial,google,20201115,12,1,9,0,0.1111111111111111,0,0.0,0
689,/productos/comercial,google,20201116,18,0,9,0,0.0,0,0.0,0
690,/productos/comercial,google,20201117,34,1,13,0,0.07692307692307693,1,100.0,0
691,/productos/comercial,google,20201118,32,0,15,0,0.0,0,0.0,0
692,/productos/comercial,google,20201119,19,1,10,0,0.1,1,100.0,0
693,/productos/comercial,google,20201120,26,1,13,0,0.07692307692307693,0,0.0,0
694,/productos/comercial,m.facebook.com,20201113,3,0,1,0,0.0,0,0.0,0
695,/productos/comercial,pinterest.com,20201112,2,0,2,0,0.0,0,0.0,0
696,/productos/comercial,pinterest.com,20201114,3,0,2,0,0.0,0,0.0,0
697,/productos/comercial,pinterest.com,20201117,2,0,1,0,0.0,0,0.0,0
698,/productos/comercial,pinterest.com,20201118,1,0,1,0,0.0,0,0.0,0
699,/productos/comercial,pinterest.com,20201119,1,0,1,0,0.0,0,0.0,0
700,/productos/comercial,pinterest.es,20201116,6,1,1,0,1.0,0,0.0,0
701,/productos/comercial,pinterest.it,20201113,1,0,1,0,0.0,0,0.0,0
702,/productos/comercial,youtube.com,20201114,3,0,1,0,0.0,0,0.0,0
703,/productos/compacto,(direct),20201113,4,1,2,1,0.5,1,100.0,0
704,/productos/compacto,(direct),20201114,3,0,3,0,0.0,0,0.0,0
705,/productos/compacto,(direct),20201115,3,0,1,0,0.0,0,0.0,0
706,/productos/compacto,(direct),20201117,1,0,1,0,0.0,0,0.0,0
707,/productos/compacto,(direct),20201118,5,0,3,0,0.0,0,0.0,0
708,/productos/compacto,(direct),20201120,3,1,3,1,0.3333333333333333,0,0.0,0
709,/productos/compacto,bing,20201112,1,0,1,0,0.0,0,0.0,0
710,/productos/compacto,google,20201112,14,4,8,0,0.5,3,75.0,0
711,/productos/compacto,google,20201113,20,3,11,0,0.2727272727272727,1,33.33333333333333,0
712,/productos/compacto,google,20201114,4,0,3,0,0.0,0,0.0,0
713,/productos/compacto,google,20201115,9,1,6,1,0.16666666666666666,0,0.0,0
714,/productos/compacto,google,20201116,13,0,10,0,0.0,0,0.0,0
715,/productos/compacto,google,20201117,20,0,10,0,0.0,0,0.0,0
716,/productos/compacto,google,20201118,16,3,11,0,0.2727272727272727,2,66.66666666666666,0
717,/productos/compacto,google,20201119,11,3,6,0,0.5,3,100.0,0
718,/productos/compacto,google,20201120,7,2,5,0,0.4,2,100.0,0
719,/productos/compacto,homify.com.mx,20201114,1,0,1,0,0.0,0,0.0,0
720,/productos/compacto,instagram.com,20201119,1,0,1,0,0.0,0,0.0,0
721,/productos/compacto,l.wl.co,20201113,2,1,1,1,1.0,0,0.0,0
722,/productos/compacto,l.wl.co,20201114,1,1,1,1,1.0,0,0.0,0
723,/productos/compacto,l.wl.co,20201115,2,1,1,0,1.0,1,100.0,0
724,/productos/compacto,l.wl.co,20201117,3,1,1,0,1.0,1,100.0,0
725,/productos/compacto,m.facebook.com,20201114,1,1,1,0,1.0,1,100.0,0
726,/productos/compacto,m.facebook.com,20201115,2,0,1,0,0.0,0,0.0,0
727,/productos/compacto,m.facebook.com,20201120,2,2,1,1,2.0,2,100.0,0
728,/productos/compacto,pinterest.com,20201112,1,0,1,0,0.0,0,0.0,0
729,/productos/compacto,pinterest.com,20201114,2,0,2,0,0.0,0,0.0,0
730,/productos/compacto,pinterest.com,20201117,2,0,2,0,0.0,0,0.0,0
731,/productos/compacto?p=compacto,l.wl.co,20201114,1,0,1,0,0.0,0,0.0,0
732,/productos/compacto?p=compacto,l.wl.co,20201117,3,1,1,0,1.0,0,0.0,0
733,/productos/compacto?p=compacto,l.wl.co,20201118,2,2,1,0,2.0,2,100.0,0
734,/productos/el-capitan,(direct),20201113,1,0,1,0,0.0,0,0.0,0
735,/productos/el-capitan,(direct),20201118,2,0,1,0,0.0,0,0.0,0
736,/productos/el-capitan,google,20201112,2,0,1,0,0.0,0,0.0,0
737,/productos/el-capitan,google,20201113,2,0,2,0,0.0,0,0.0,0
738,/productos/el-capitan,google,20201114,1,0,1,0,0.0,0,0.0,0
739,/productos/el-capitan,google,20201117,1,0,1,0,0.0,0,0.0,0
740,/productos/el-capitan,google,20201120,1,0,1,0,0.0,0,0.0,0
741,/productos/fogon,(direct),20201113,1,0,1,0,0.0,0,0.0,0
742,/productos/fogon,(direct),20201115,1,0,1,0,0.0,0,0.0,0
743,/productos/fogon,google,20201113,1,0,1,0,0.0,0,0.0,0
744,/productos/fogon,google,20201114,1,0,1,0,0.0,0,0.0,0
745,/productos/fogon,google,20201116,1,0,1,0,0.0,0,0.0,0
746,/productos/fogon,google,20201117,3,0,1,0,0.0,0,0.0,0
747,/productos/garras-de-oso,(direct),20201115,1,0,1,0,0.0,0,0.0,0
748,/productos/garras-de-oso,(direct),20201117,2,1,1,0,1.0,1,100.0,0
749,/productos/garras-de-oso,google,20201112,2,0,1,0,0.0,0,0.0,0
750,/productos/garras-de-oso,google,20201113,1,1,1,1,1.0,1,100.0,0
751,/productos/garras-de-oso,google,20201115,1,0,1,0,0.0,0,0.0,0
752,/productos/garras-de-oso,google,20201116,2,0,2,0,0.0,0,0.0,0
753,/productos/garras-de-oso,google,20201117,1,0,1,0,0.0,0,0.0,0
754,/productos/garras-de-oso,google,20201119,3,0,2,0,0.0,0,0.0,0
755,/productos/garras-de-oso,google,20201120,3,1,2,1,0.5,1,100.0,0
756,/productos/hogar,(direct),20201113,8,0,5,0,0.0,0,0.0,0
757,/productos/hogar,(direct),20201114,3,0,2,0,0.0,0,0.0,0
758,/productos/hogar,(direct),20201115,7,3,5,0,0.6,2,66.66666666666666,0
759,/productos/hogar,(direct),20201116,2,0,2,0,0.0,0,0.0,0
760,/productos/hogar,(direct),20201117,5,2,4,2,0.5,1,50.0,0
761,/productos/hogar,(direct),20201118,2,0,2,0,0.0,0,0.0,0
762,/productos/hogar,(direct),20201119,3,0,1,0,0.0,0,0.0,0
763,/productos/hogar,(direct),20201120,10,1,6,1,0.16666666666666666,0,0.0,0
764,/productos/hogar,ar.pinterest.com,20201118,1,0,1,0,0.0,0,0.0,0
765,/productos/hogar,bing,20201112,4,0,2,0,0.0,0,0.0,0
766,/productos/hogar,google,20201112,36,2,17,0,0.11764705882352941,1,50.0,0
767,/productos/hogar,google,20201113,62,2,29,0,0.06896551724137931,2,100.0,0
768,/productos/hogar,google,20201114,29,1,15,0,0.06666666666666667,1,100.0,0
769,/productos/hogar,google,20201115,37,0,19,0,0.0,0,0.0,0
770,/productos/hogar,google,20201116,57,2,29,0,0.06896551724137931,1,50.0,9845
771,/productos/hogar,google,20201117,69,1,30,0,0.03333333333333333,1,100.0,1674
772,/productos/hogar,google,20201118,56,2,25,0,0.08,2,100.0,0
773,/productos/hogar,google,20201119,42,1,20,0,0.05,1,100.0,2126
774,/productos/hogar,google,20201120,47,2,22,0,0.09090909090909091,1,50.0,0
775,/productos/hogar,homify.com.mx,20201114,6,0,1,0,0.0,0,0.0,0
776,/productos/hogar,instagram.com,20201119,2,0,1,0,0.0,0,0.0,0
777,/productos/hogar,l.facebook.com,20201117,1,0,1,0,0.0,0,0.0,0
778,/productos/hogar,l.instagram.com,20201114,3,0,1,0,0.0,0,0.0,0
779,/productos/hogar,l.instagram.com,20201115,4,0,2,0,0.0,0,0.0,0
780,/productos/hogar,l.instagram.com,20201116,1,0,1,0,0.0,0,0.0,0
781,/productos/hogar,l.instagram.com,20201118,1,0,1,0,0.0,0,0.0,0
782,/productos/hogar,l.instagram.com,20201120,2,0,1,0,0.0,0,0.0,0
783,/productos/hogar,l.wl.co,20201114,3,0,1,0,0.0,0,0.0,0
784,/productos/hogar,l.wl.co,20201115,1,1,1,0,1.0,1,100.0,0
785,/productos/hogar,l.wl.co,20201116,3,3,1,0,3.0,3,100.0,0
786,/productos/hogar,m.facebook.com,20201115,4,0,2,0,0.0,0,0.0,0
787,/productos/hogar,m.facebook.com,20201119,3,0,2,0,0.0,0,0.0,4097
788,/productos/hogar,mx.search.yahoo.com,20201113,1,0,1,0,0.0,0,0.0,2660
789,/productos/hogar,pinterest.com,20201113,2,0,1,0,0.0,0,0.0,0
790,/productos/hogar,pinterest.com,20201114,4,0,3,0,0.0,0,0.0,0
791,/productos/hogar,pinterest.com,20201115,2,0,1,0,0.0,0,0.0,0
792,/productos/hogar,pinterest.com,20201117,9,1,4,0,0.25,0,0.0,0
793,/productos/hogar,pinterest.com,20201120,1,0,1,0,0.0,0,0.0,0
794,/productos/hogar,search.becovi.com,20201115,4,0,1,0,0.0,0,0.0,0
795,/productos/hogar,youtube.com,20201114,1,0,1,0,0.0,0,0.0,0
796,/productos/hogar,youtube.com,20201120,1,0,1,0,0.0,0,0.0,0
797,/productos/jabali,(direct),20201113,1,0,1,0,0.0,0,0.0,0
798,/productos/jabali,(direct),20201114,4,1,3,0,0.3333333333333333,1,100.0,0
799,/productos/jabali,(direct),20201116,1,0,1,0,0.0,0,0.0,0
800,/productos/jabali,(direct),20201118,3,0,2,0,0.0,0,0.0,0
801,/productos/jabali,(direct),20201119,1,0,1,0,0.0,0,0.0,0
802,/productos/jabali,google,20201113,4,0,3,0,0.0,0,0.0,0
803,/productos/jabali,google,20201114,1,1,1,1,1.0,0,0.0,0
804,/productos/jabali,google,20201115,1,1,1,1,1.0,1,100.0,0
805,/productos/jabali,google,20201117,4,0,3,0,0.0,0,0.0,0
806,/productos/jabali,google,20201118,2,0,2,0,0.0,0,0.0,0
807,/productos/jabali,google,20201119,5,0,2,0,0.0,0,0.0,0
808,/productos/jabali,google,20201120,2,0,2,0,0.0,0,0.0,0
809,/productos/jaguar,(direct),20201113,1,0,1,0,0.0,0,0.0,0
810,/productos/jaguar,(direct),20201118,3,0,2,0,0.0,0,0.0,0
811,/productos/jaguar,google,20201112,1,0,1,0,0.0,0,0.0,0
812,/productos/jaguar,google,20201118,1,0,1,0,0.0,0,0.0,0
813,/productos/jaguar,google,20201119,3,0,2,0,0.0,0,0.0,0
814,/productos/jaguar,google,20201120,2,0,1,0,0.0,0,0.0,0
815,/productos/minion,(direct),20201113,4,1,4,1,0.25,1,100.0,0
816,/productos/minion,(direct),20201114,2,0,2,0,0.0,0,0.0,0
817,/productos/minion,(direct),20201115,2,0,2,0,0.0,0,0.0,0
818,/productos/minion,(direct),20201117,1,1,1,1,1.0,1,100.0,0
819,/productos/minion,(direct),20201119,1,0,1,0,0.0,0,0.0,0
820,/productos/minion,(direct),20201120,1,0,1,0,0.0,0,0.0,0
821,/productos/minion,ar-pinterest-com.cdn.ampproject.org,20201120,1,1,1,0,1.0,1,100.0,0
822,/productos/minion,ar.pinterest.com,20201120,1,1,1,1,1.0,1,100.0,0
823,/productos/minion,bing,20201112,1,0,1,0,0.0,0,0.0,0
824,/productos/minion,google,20201112,23,6,3,0,2.0,1,16.666666666666664,0
825,/productos/minion,google,20201113,22,6,7,0,0.8571428571428571,3,50.0,0
826,/productos/minion,google,20201114,4,3,4,0,0.75,2,66.66666666666666,0
827,/productos/minion,google,20201115,14,3,8,0,0.375,0,0.0,0
828,/productos/minion,google,20201116,14,5,6,0,0.8333333333333334,3,60.0,0
829,/productos/minion,google,20201117,8,1,7,0,0.14285714285714285,0,0.0,0
830,/productos/minion,google,20201118,11,2,8,0,0.25,1,50.0,0
831,/productos/minion,google,20201119,11,2,5,0,0.4,1,50.0,0
832,/productos/minion,google,20201120,6,0,2,0,0.0,0,0.0,0
833,/productos/minion,m.facebook.com,20201113,1,0,1,0,0.0,0,0.0,0
834,/productos/minion,m.facebook.com,20201115,2,0,1,0,0.0,0,0.0,0
835,/productos/minion,pinterest.ca,20201112,1,1,1,1,1.0,1,100.0,0
836,/productos/minion,pinterest.co.uk,20201118,1,1,1,1,1.0,1,100.0,0
837,/productos/minion,pinterest.com,20201112,4,4,4,4,1.0,2,50.0,0
838,/productos/minion,pinterest.com,20201113,5,5,4,4,1.25,5,100.0,0
839,/productos/minion,pinterest.com,20201114,6,6,6,6,1.0,5,83.33333333333334,0
840,/productos/minion,pinterest.com,20201115,2,2,2,1,1.0,2,100.0,0
841,/productos/minion,pinterest.com,20201116,3,3,3,2,1.0,3,100.0,0
842,/productos/minion,pinterest.com,20201117,2,2,2,2,1.0,2,100.0,0
843,/productos/minion,pinterest.com,20201118,5,5,5,5,1.0,5,100.0,0
844,/productos/minion,pinterest.com,20201119,3,3,2,2,1.5,3,100.0,0
845,/productos/minion,pinterest.com,20201120,5,5,5,5,1.0,4,80.0,0
846,/productos/minion,pinterest.com.mx,20201115,1,1,1,1,1.0,1,100.0,0
847,/productos/minion,pinterest.es,20201116,2,0,1,0,0.0,0,0.0,0
848,/productos/minion,youtube.com,20201114,1,0,1,0,0.0,0,0.0,0
849,/productos/offset,(direct),20201113,4,2,4,2,0.5,2,100.0,4195
850,/productos/offset,(direct),20201114,6,1,4,0,0.25,0,0.0,0
851,/productos/offset,(direct),20201115,1,0,1,0,0.0,0,0.0,0
852,/productos/offset,(direct),20201117,1,0,1,0,0.0,0,0.0,0
853,/productos/offset,(direct),20201118,2,0,2,0,0.0,0,0.0,0
854,/productos/offset,(direct),20201119,5,3,3,2,1.0,3,100.0,0
855,/productos/offset,(direct),20201120,8,1,4,0,0.25,0,0.0,0
856,/productos/offset,ar.pinterest.com,20201118,1,0,1,0,0.0,0,0.0,0
857,/productos/offset,google,20201112,6,0,4,0,0.0,0,0.0,0
858,/productos/offset,google,20201113,17,1,11,0,0.09090909090909091,1,100.0,0
859,/productos/offset,google,20201114,11,1,8,0,0.125,1,100.0,0
860,/productos/offset,google,20201115,13,3,11,0,0.2727272727272727,2,66.66666666666666,0
861,/productos/offset,google,20201116,19,1,16,0,0.0625,1,100.0,0
862,/productos/offset,google,20201117,25,0,16,0,0.0,0,0.0,0
863,/productos/offset,google,20201118,15,0,9,0,0.0,0,0.0,0
864,/productos/offset,google,20201119,14,2,12,0,0.16666666666666666,1,50.0,0
865,/productos/offset,google,20201120,17,1,6,0,0.16666666666666666,1,100.0,0
866,/productos/offset,homify.com.mx,20201114,2,0,1,0,0.0,0,0.0,0
867,/productos/offset,instagram.com,20201119,2,0,1,0,0.0,0,0.0,0
868,/productos/offset,l.instagram.com,20201114,1,0,1,0,0.0,0,0.0,0
869,/productos/offset,l.instagram.com,20201120,2,0,1,0,0.0,0,0.0,0
870,/productos/offset,l.wl.co,20201114,1,0,1,0,0.0,0,0.0,0
871,/productos/offset,m.facebook.com,20201115,1,0,1,0,0.0,0,0.0,0
872,/productos/offset,m.facebook.com,20201119,2,0,2,0,0.0,0,0.0,0
873,/productos/offset,pinterest.com,20201113,1,0,1,0,0.0,0,0.0,0
874,/productos/offset,pinterest.com,20201115,1,0,1,0,0.0,0,0.0,0
875,/productos/offset,pinterest.com,20201117,1,0,1,0,0.0,0,0.0,0
876,/productos/offset,pinterest.com,20201120,2,0,1,0,0.0,0,0.0,0
877,/productos/offset,search.becovi.com,20201115,1,0,1,0,0.0,0,0.0,0
878,/productos/otros,(direct),20201113,2,0,2,0,0.0,0,0.0,0
879,/productos/otros,(direct),20201115,1,0,1,0,0.0,0,0.0,0
880,/productos/otros,(direct),20201117,1,0,1,0,0.0,0,0.0,0
881,/productos/otros,(direct),20201118,2,0,1,0,0.0,0,0.0,0
882,/productos/otros,(direct),20201119,1,0,1,0,0.0,0,0.0,0
883,/productos/otros,google,20201112,5,0,2,0,0.0,0,0.0,0
884,/productos/otros,google,20201113,2,0,2,0,0.0,0,0.0,0
885,/productos/otros,google,20201114,1,0,1,0,0.0,0,0.0,0
886,/productos/otros,google,20201115,2,0,2,0,0.0,0,0.0,0
887,/productos/otros,google,20201116,3,0,2,0,0.0,0,0.0,0
888,/productos/otros,google,20201117,5,0,4,0,0.0,0,0.0,0
889,/productos/otros,google,20201118,3,0,3,0,0.0,0,0.0,0
890,/productos/otros,google,20201119,2,0,2,0,0.0,0,0.0,0
891,/productos/otros,google,20201120,8,0,5,0,0.0,0,0.0,0
892,/productos/pantera,(direct),20201118,1,0,1,0,0.0,0,0.0,0
893,/productos/pantera,google,20201112,5,1,1,1,1.0,0,0.0,0
894,/productos/pantera,google,20201113,1,0,1,0,0.0,0,0.0,0
895,/productos/pantera,google,20201117,2,0,2,0,0.0,0,0.0,0
896,/productos/pantera,google,20201118,2,0,2,0,0.0,0,0.0,0
897,/productos/pantera,google,20201119,1,0,1,0,0.0,0,0.0,0
898,/productos/pantera,google,20201120,2,0,2,0,0.0,0,0.0,0
899,/productos/pantera,m.facebook.com,20201118,1,0,1,0,0.0,0,0.0,0
900,/productos/parrilla-portatil,(direct),20201112,1,1,1,1,1.0,1,100.0,0
901,/productos/parrilla-portatil,(direct),20201113,1,0,1,0,0.0,0,0.0,0
902,/productos/parrilla-portatil,(direct),20201117,1,1,1,1,1.0,0,0.0,0
903,/productos/parrilla-portatil,google,20201112,4,0,3,0,0.0,0,0.0,0
904,/productos/parrilla-portatil,google,20201113,6,0,4,0,0.0,0,0.0,3761
905,/productos/parrilla-portatil,google,20201114,1,0,1,0,0.0,0,0.0,0
906,/productos/parrilla-portatil,google,20201115,2,0,2,0,0.0,0,0.0,0
907,/productos/parrilla-portatil,google,20201116,1,0,1,0,0.0,0,0.0,0
908,/productos/parrilla-portatil,google,20201117,4,0,3,0,0.0,0,0.0,0
909,/productos/parrilla-portatil,google,20201118,4,0,3,0,0.0,0,0.0,0
910,/productos/parrillas,(direct),20201113,2,0,2,0,0.0,0,0.0,0
911,/productos/parrillas,(direct),20201117,2,0,2,0,0.0,0,0.0,0
912,/productos/parrillas,(direct),20201118,2,0,1,0,0.0,0,0.0,0
913,/productos/parrillas,(direct),20201119,1,0,1,0,0.0,0,0.0,0
914,/productos/parrillas,bing,20201112,1,1,1,1,1.0,0,0.0,0
915,/productos/parrillas,google,20201112,3,0,3,0,0.0,0,0.0,0
916,/productos/parrillas,google,20201113,6,1,4,1,0.25,0,0.0,2418
917,/productos/parrillas,google,20201114,2,0,2,0,0.0,0,0.0,0
918,/productos/parrillas,google,20201115,3,0,2,0,0.0,0,0.0,0
919,/productos/parrillas,google,20201116,1,0,1,0,0.0,0,0.0,0
920,/productos/parrillas,google,20201117,4,1,3,0,0.3333333333333333,0,0.0,0
